Start (s),End (s),Scientific name,Common name,Confidence,File
177.0,180.0,Troglodytes aedon,House Wren,0.1109,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
180.0,183.0,Dumetella carolinensis,Gray Catbird,0.1338,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
180.0,183.0,Corvus brachyrhynchos,American Crow,0.1297,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
181.5,184.5,Melospiza melodia,Song Sparrow,0.1648,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
183.0,186.0,Melospiza melodia,Song Sparrow,0.2395,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
184.5,187.5,Melospiza melodia,Song Sparrow,0.3112,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
186.0,189.0,Melospiza melodia,Song Sparrow,0.1320,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
190.5,193.5,Agelaius phoeniceus,Red-winged Blackbird,0.1114,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
192.0,195.0,Dumetella carolinensis,Gray Catbird,0.1965,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
193.5,196.5,Dumetella carolinensis,Gray Catbird,0.1032,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
195.0,198.0,Dumetella carolinensis,Gray Catbird,0.1906,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
195.0,198.0,Melospiza melodia,Song Sparrow,0.1800,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
196.5,199.5,Melospiza melodia,Song Sparrow,0.3313,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
198.0,201.0,Melospiza melodia,Song Sparrow,0.1394,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
199.5,202.5,Geothlypis trichas,Common Yellowthroat,0.1289,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
199.5,202.5,Dumetella carolinensis,Gray Catbird,0.1174,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
201.0,204.0,Troglodytes aedon,House Wren,0.3331,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
204.0,207.0,Dumetella carolinensis,Gray Catbird,0.1617,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
205.5,208.5,Dumetella carolinensis,Gray Catbird,0.1678,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
205.5,208.5,Setophaga petechia,Yellow Warbler,0.1349,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
205.5,208.5,Setophaga pensylvanica,Chestnut-sided Warbler,0.1167,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
207.0,210.0,Troglodytes aedon,House Wren,0.2649,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
208.5,211.5,Melospiza melodia,Song Sparrow,0.1146,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
210.0,213.0,Melospiza melodia,Song Sparrow,0.2138,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
214.5,217.5,Dumetella carolinensis,Gray Catbird,0.1637,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
216.0,219.0,Dumetella carolinensis,Gray Catbird,0.2802,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
216.0,219.0,Setophaga petechia,Yellow Warbler,0.1840,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
219.0,222.0,Melospiza melodia,Song Sparrow,0.1444,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
220.5,223.5,Melospiza melodia,Song Sparrow,0.3284,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
222.0,225.0,Melospiza melodia,Song Sparrow,0.1865,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
223.5,226.5,Dumetella carolinensis,Gray Catbird,0.1756,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
225.0,228.0,Dumetella carolinensis,Gray Catbird,0.1693,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
226.5,229.5,Dumetella carolinensis,Gray Catbird,0.1331,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
228.0,231.0,Agelaius phoeniceus,Red-winged Blackbird,0.1430,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
229.5,232.5,Dumetella carolinensis,Gray Catbird,0.1499,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
234.0,237.0,Melospiza melodia,Song Sparrow,0.1398,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
238.5,241.5,Troglodytes aedon,House Wren,0.2372,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
240.0,243.0,Troglodytes aedon,House Wren,0.1792,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
241.5,244.5,Dumetella carolinensis,Gray Catbird,0.1428,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
243.0,246.0,Troglodytes aedon,House Wren,0.2212,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
247.5,250.5,Dumetella carolinensis,Gray Catbird,0.1150,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
253.5,256.5,Dumetella carolinensis,Gray Catbird,0.1442,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
255.0,258.0,Dumetella carolinensis,Gray Catbird,0.3590,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
256.5,259.5,Dumetella carolinensis,Gray Catbird,0.1377,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
262.5,265.5,Dumetella carolinensis,Gray Catbird,0.2408,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
264.0,267.0,Dumetella carolinensis,Gray Catbird,0.2658,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
265.5,268.5,Troglodytes aedon,House Wren,0.2053,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
265.5,268.5,Dumetella carolinensis,Gray Catbird,0.1998,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
267.0,270.0,Dumetella carolinensis,Gray Catbird,0.1465,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
268.5,271.5,Dumetella carolinensis,Gray Catbird,0.4357,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
270.0,273.0,Melospiza melodia,Song Sparrow,0.1724,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
274.5,277.5,Poecile atricapillus,Black-capped Chickadee,0.1504,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
276.0,279.0,Troglodytes aedon,House Wren,0.1608,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
277.5,280.5,Troglodytes aedon,House Wren,0.1261,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
279.0,282.0,Sphyrapicus varius,Yellow-bellied Sapsucker,0.4560,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
280.5,283.5,Sphyrapicus varius,Yellow-bellied Sapsucker,0.3918,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
280.5,283.5,Dumetella carolinensis,Gray Catbird,0.1261,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
280.5,283.5,Melospiza melodia,Song Sparrow,0.1057,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
282.0,285.0,Sphyrapicus varius,Yellow-bellied Sapsucker,0.7238,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
291.0,294.0,Vireo olivaceus,Red-eyed Vireo,0.1764,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
292.5,295.5,Vireo olivaceus,Red-eyed Vireo,0.2017,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
292.5,295.5,Dumetella carolinensis,Gray Catbird,0.1665,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
294.0,297.0,Dumetella carolinensis,Gray Catbird,0.1377,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
295.5,298.5,Dumetella carolinensis,Gray Catbird,0.2805,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
295.5,298.5,Troglodytes aedon,House Wren,0.1878,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
295.5,298.5,Agelaius phoeniceus,Red-winged Blackbird,0.1463,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
297.0,300.0,Troglodytes aedon,House Wren,0.1620,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
298.5,301.5,Dumetella carolinensis,Gray Catbird,0.1223,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
307.5,310.5,Dumetella carolinensis,Gray Catbird,0.2243,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
307.5,310.5,Melospiza melodia,Song Sparrow,0.1020,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
313.5,316.5,Poecile atricapillus,Black-capped Chickadee,0.1719,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
313.5,316.5,Dumetella carolinensis,Gray Catbird,0.1689,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
315.0,318.0,Poecile atricapillus,Black-capped Chickadee,0.1804,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
315.0,318.0,Dumetella carolinensis,Gray Catbird,0.1269,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
321.0,324.0,Melospiza melodia,Song Sparrow,0.1439,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
325.5,328.5,Dumetella carolinensis,Gray Catbird,0.2478,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
327.0,330.0,Dumetella carolinensis,Gray Catbird,0.1011,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
333.0,336.0,Agelaius phoeniceus,Red-winged Blackbird,0.2125,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
342.0,345.0,Dumetella carolinensis,Gray Catbird,0.1749,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
343.5,346.5,Dumetella carolinensis,Gray Catbird,0.1898,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
345.0,348.0,Melospiza melodia,Song Sparrow,0.3564,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
346.5,349.5,Dumetella carolinensis,Gray Catbird,0.1482,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
348.0,351.0,Troglodytes aedon,House Wren,0.2030,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
348.0,351.0,Vireo olivaceus,Red-eyed Vireo,0.1852,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
349.5,352.5,Setophaga petechia,Yellow Warbler,0.1229,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
358.5,361.5,Melospiza melodia,Song Sparrow,0.1368,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
360.0,363.0,Vireo olivaceus,Red-eyed Vireo,0.1089,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
361.5,364.5,Vireo olivaceus,Red-eyed Vireo,0.1197,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
363.0,366.0,Dumetella carolinensis,Gray Catbird,0.1558,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
364.5,367.5,Setophaga petechia,Yellow Warbler,0.1101,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
369.0,372.0,Melospiza melodia,Song Sparrow,0.4115,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
369.0,372.0,Dumetella carolinensis,Gray Catbird,0.1085,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
370.5,373.5,Melospiza melodia,Song Sparrow,0.7113,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
372.0,375.0,Melospiza melodia,Song Sparrow,0.2102,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
372.0,375.0,Dumetella carolinensis,Gray Catbird,0.1578,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
373.5,376.5,Dumetella carolinensis,Gray Catbird,0.1422,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
375.0,378.0,Dumetella carolinensis,Gray Catbird,0.2395,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
375.0,378.0,Geothlypis trichas,Common Yellowthroat,0.1275,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
375.0,378.0,Troglodytes aedon,House Wren,0.1032,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
376.5,379.5,Vireo olivaceus,Red-eyed Vireo,0.3287,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
376.5,379.5,Dumetella carolinensis,Gray Catbird,0.1778,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
378.0,381.0,Melospiza melodia,Song Sparrow,0.1026,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
379.5,382.5,Melospiza melodia,Song Sparrow,0.2051,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
379.5,382.5,Vireo olivaceus,Red-eyed Vireo,0.1524,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
379.5,382.5,Geothlypis trichas,Common Yellowthroat,0.1011,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
381.0,384.0,Melospiza melodia,Song Sparrow,0.2150,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
385.5,388.5,Setophaga petechia,Yellow Warbler,0.1087,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
393.0,396.0,Melospiza melodia,Song Sparrow,0.2179,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
394.5,397.5,Melospiza melodia,Song Sparrow,0.1330,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
399.0,402.0,Agelaius phoeniceus,Red-winged Blackbird,0.1058,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
400.5,403.5,Troglodytes aedon,House Wren,0.1596,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
400.5,403.5,Geothlypis trichas,Common Yellowthroat,0.1376,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
400.5,403.5,Vireo olivaceus,Red-eyed Vireo,0.1254,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
405.0,408.0,Melospiza melodia,Song Sparrow,0.2665,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
409.5,412.5,Poecile atricapillus,Black-capped Chickadee,0.1333,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
414.0,417.0,Vireo olivaceus,Red-eyed Vireo,0.1382,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
417.0,420.0,Melospiza melodia,Song Sparrow,0.3983,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
418.5,421.5,Melospiza melodia,Song Sparrow,0.3273,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
420.0,423.0,Dumetella carolinensis,Gray Catbird,0.1083,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
421.5,424.5,Dumetella carolinensis,Gray Catbird,0.1583,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
423.0,426.0,Dumetella carolinensis,Gray Catbird,0.1711,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
424.5,427.5,Dumetella carolinensis,Gray Catbird,0.6586,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
427.5,430.5,Vireo olivaceus,Red-eyed Vireo,0.1541,/Users/lillianwang/Downloads/Original Wave Files/20250611-080717_SSW03.WAV
