Start (s),End (s),Scientific name,Common name,Confidence,File
16.5,19.5,Empidonax virescens,Acadian Flycatcher,0.0624,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
18.0,21.0,Vireo olivaceus,Red-eyed Vireo,0.1125,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
19.5,22.5,Vireo olivaceus,Red-eyed Vireo,0.0828,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
19.5,22.5,Contopus virens,Eastern Wood-Pewee,0.0675,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
22.5,25.5,Setophaga caerulescens,Black-throated Blue Warbler,0.1175,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
22.5,25.5,Vireo olivaceus,Red-eyed Vireo,0.0518,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
24.0,27.0,Contopus virens,Eastern Wood-Pewee,0.0626,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
24.0,27.0,Setophaga caerulescens,Black-throated Blue Warbler,0.0585,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
27.0,30.0,Geothlypis trichas,Common Yellowthroat,0.1620,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
27.0,30.0,Dumetella carolinensis,Gray Catbird,0.1160,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
27.0,30.0,Melospiza melodia,Song Sparrow,0.0951,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
27.0,30.0,Vireo olivaceus,Red-eyed Vireo,0.0656,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
28.5,31.5,Contopus virens,Eastern Wood-Pewee,0.0742,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
28.5,31.5,Seiurus aurocapilla,Ovenbird,0.0530,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
30.0,33.0,Contopus virens,Eastern Wood-Pewee,0.2433,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
31.5,34.5,Contopus virens,Eastern Wood-Pewee,0.5227,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
33.0,36.0,Contopus virens,Eastern Wood-Pewee,0.1130,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
34.5,37.5,Contopus virens,Eastern Wood-Pewee,0.2715,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
36.0,39.0,Contopus virens,Eastern Wood-Pewee,0.1931,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
37.5,40.5,Geothlypis trichas,Common Yellowthroat,0.1585,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
39.0,42.0,Contopus virens,Eastern Wood-Pewee,0.0956,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
39.0,42.0,Geothlypis trichas,Common Yellowthroat,0.0828,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
40.5,43.5,Contopus virens,Eastern Wood-Pewee,0.2454,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
42.0,45.0,Melanerpes carolinus,Red-bellied Woodpecker,0.1590,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
42.0,45.0,Branta canadensis,Canada Goose,0.0750,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
42.0,45.0,Sayornis phoebe,Eastern Phoebe,0.0535,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
43.5,46.5,Vireo olivaceus,Red-eyed Vireo,0.1965,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
43.5,46.5,Melanerpes carolinus,Red-bellied Woodpecker,0.0828,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
43.5,46.5,Sayornis phoebe,Eastern Phoebe,0.0821,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
43.5,46.5,Cyanocitta cristata,Blue Jay,0.0505,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
45.0,48.0,Melanerpes carolinus,Red-bellied Woodpecker,0.0904,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
45.0,48.0,Meleagris gallopavo,Wild Turkey,0.0574,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
45.0,48.0,Sphyrapicus varius,Yellow-bellied Sapsucker,0.0550,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
46.5,49.5,Contopus virens,Eastern Wood-Pewee,0.0712,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
46.5,49.5,Melanerpes carolinus,Red-bellied Woodpecker,0.0560,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
48.0,51.0,Contopus virens,Eastern Wood-Pewee,0.1032,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
48.0,51.0,Setophaga citrina,Hooded Warbler,0.0639,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
49.5,52.5,Contopus virens,Eastern Wood-Pewee,0.6366,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
51.0,54.0,Contopus virens,Eastern Wood-Pewee,0.6836,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
52.5,55.5,Contopus virens,Eastern Wood-Pewee,0.0753,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
52.5,55.5,Myiarchus crinitus,Great Crested Flycatcher,0.0513,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
54.0,57.0,Contopus virens,Eastern Wood-Pewee,0.0602,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
57.0,60.0,Geothlypis trichas,Common Yellowthroat,0.0845,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
57.0,60.0,Melospiza melodia,Song Sparrow,0.0742,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
57.0,60.0,Dumetella carolinensis,Gray Catbird,0.0549,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
57.0,60.0,Sphyrapicus varius,Yellow-bellied Sapsucker,0.0515,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
58.5,61.5,Contopus virens,Eastern Wood-Pewee,0.1343,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
58.5,61.5,Geothlypis trichas,Common Yellowthroat,0.0655,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
60.0,63.0,Contopus virens,Eastern Wood-Pewee,0.0998,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
60.0,63.0,Setophaga citrina,Hooded Warbler,0.0523,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
61.5,64.5,Contopus virens,Eastern Wood-Pewee,0.2424,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
63.0,66.0,Contopus virens,Eastern Wood-Pewee,0.2836,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
63.0,66.0,Sayornis phoebe,Eastern Phoebe,0.1765,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
66.0,69.0,Setophaga caerulescens,Black-throated Blue Warbler,0.0550,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
67.5,70.5,Cardellina canadensis,Canada Warbler,0.0731,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
67.5,70.5,Setophaga pensylvanica,Chestnut-sided Warbler,0.0519,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
69.0,72.0,Vireo olivaceus,Red-eyed Vireo,0.0751,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
70.5,73.5,Vireo olivaceus,Red-eyed Vireo,0.0740,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
72.0,75.0,Empidonax virescens,Acadian Flycatcher,0.1134,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
72.0,75.0,Vireo olivaceus,Red-eyed Vireo,0.0945,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
72.0,75.0,Vireo flavifrons,Yellow-throated Vireo,0.0589,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
73.5,76.5,Buteo platypterus,Broad-winged Hawk,0.1430,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
73.5,76.5,Cyanocitta cristata,Blue Jay,0.1378,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
73.5,76.5,Haliaeetus leucocephalus,Bald Eagle,0.0526,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
75.0,78.0,Contopus virens,Eastern Wood-Pewee,0.0798,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
76.5,79.5,Setophaga pensylvanica,Chestnut-sided Warbler,0.0605,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
78.0,81.0,Geothlypis trichas,Common Yellowthroat,0.1082,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
78.0,81.0,Setophaga pensylvanica,Chestnut-sided Warbler,0.0701,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
79.5,82.5,Geothlypis trichas,Common Yellowthroat,0.0542,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
81.0,84.0,Cyanocitta cristata,Blue Jay,0.0659,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
81.0,84.0,Haliaeetus leucocephalus,Bald Eagle,0.0637,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
82.5,85.5,Contopus virens,Eastern Wood-Pewee,0.0846,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
82.5,85.5,Haliaeetus leucocephalus,Bald Eagle,0.0518,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
84.0,87.0,Contopus virens,Eastern Wood-Pewee,0.2548,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
84.0,87.0,Melanerpes carolinus,Red-bellied Woodpecker,0.0714,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
84.0,87.0,Empidonax virescens,Acadian Flycatcher,0.0541,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
87.0,90.0,Geothlypis trichas,Common Yellowthroat,0.0750,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
90.0,93.0,Contopus virens,Eastern Wood-Pewee,0.1785,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
91.5,94.5,Contopus virens,Eastern Wood-Pewee,0.2049,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
93.0,96.0,Empidonax virescens,Acadian Flycatcher,0.0550,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
93.0,96.0,Meleagris gallopavo,Wild Turkey,0.0549,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
93.0,96.0,Setophaga citrina,Hooded Warbler,0.0530,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
94.5,97.5,Empidonax virescens,Acadian Flycatcher,0.0660,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
96.0,99.0,Melanerpes carolinus,Red-bellied Woodpecker,0.1286,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
96.0,99.0,Setophaga citrina,Hooded Warbler,0.0644,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
96.0,99.0,Contopus virens,Eastern Wood-Pewee,0.0574,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
97.5,100.5,Melanerpes carolinus,Red-bellied Woodpecker,0.1532,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
99.0,102.0,Buteo platypterus,Broad-winged Hawk,0.0760,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
99.0,102.0,Vireo olivaceus,Red-eyed Vireo,0.0589,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
100.5,103.5,Geothlypis trichas,Common Yellowthroat,0.0891,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
102.0,105.0,Geothlypis trichas,Common Yellowthroat,0.1526,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
102.0,105.0,Setophaga pensylvanica,Chestnut-sided Warbler,0.0509,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
103.5,106.5,Dryocopus pileatus,Pileated Woodpecker,0.0680,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
105.0,108.0,Contopus virens,Eastern Wood-Pewee,0.1507,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
105.0,108.0,Dryocopus pileatus,Pileated Woodpecker,0.0954,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
105.0,108.0,Meleagris gallopavo,Wild Turkey,0.0730,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
105.0,108.0,Setophaga citrina,Hooded Warbler,0.0669,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
106.5,109.5,Contopus virens,Eastern Wood-Pewee,0.1728,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
106.5,109.5,Dryocopus pileatus,Pileated Woodpecker,0.0911,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
106.5,109.5,Setophaga citrina,Hooded Warbler,0.0830,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
108.0,111.0,Contopus virens,Eastern Wood-Pewee,0.1783,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
109.5,112.5,Contopus virens,Eastern Wood-Pewee,0.0843,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
109.5,112.5,Sayornis phoebe,Eastern Phoebe,0.0672,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
111.0,114.0,Geothlypis trichas,Common Yellowthroat,0.0755,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
111.0,114.0,Vermivora cyanoptera,Blue-winged Warbler,0.0513,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
112.5,115.5,Geothlypis trichas,Common Yellowthroat,0.1850,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
114.0,117.0,Contopus virens,Eastern Wood-Pewee,0.1022,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
115.5,118.5,Contopus virens,Eastern Wood-Pewee,0.1964,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
117.0,120.0,Setophaga caerulescens,Black-throated Blue Warbler,0.0632,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
117.0,120.0,Empidonax virescens,Acadian Flycatcher,0.0540,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
117.0,120.0,Setophaga fusca,Blackburnian Warbler,0.0540,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
118.5,121.5,Contopus virens,Eastern Wood-Pewee,0.0717,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
121.5,124.5,Melospiza melodia,Song Sparrow,0.2816,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
123.0,126.0,Aix sponsa,Wood Duck,0.0684,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
123.0,126.0,Melospiza melodia,Song Sparrow,0.0634,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
123.0,126.0,Corvus ossifragus,Fish Crow,0.0518,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
126.0,129.0,Mniotilta varia,Black-and-white Warbler,0.0957,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
126.0,129.0,Setophaga citrina,Hooded Warbler,0.0550,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
127.5,130.5,Melospiza melodia,Song Sparrow,0.1182,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
127.5,130.5,Dumetella carolinensis,Gray Catbird,0.0915,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
127.5,130.5,Geothlypis trichas,Common Yellowthroat,0.0513,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
129.0,132.0,Geothlypis trichas,Common Yellowthroat,0.2181,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
129.0,132.0,Melospiza melodia,Song Sparrow,0.0902,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
129.0,132.0,Vermivora cyanoptera,Blue-winged Warbler,0.0793,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
129.0,132.0,Dumetella carolinensis,Gray Catbird,0.0713,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
130.5,133.5,Geothlypis trichas,Common Yellowthroat,0.1137,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
130.5,133.5,Vermivora cyanoptera,Blue-winged Warbler,0.0639,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
130.5,133.5,Setophaga pensylvanica,Chestnut-sided Warbler,0.0557,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
133.5,136.5,Melanerpes carolinus,Red-bellied Woodpecker,0.2632,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
135.0,138.0,Melanerpes carolinus,Red-bellied Woodpecker,0.1051,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
135.0,138.0,Zonotrichia albicollis,White-throated Sparrow,0.0678,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
136.5,139.5,Melospiza melodia,Song Sparrow,0.4377,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
136.5,139.5,Melanerpes carolinus,Red-bellied Woodpecker,0.0818,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
138.0,141.0,Melospiza melodia,Song Sparrow,0.5099,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
138.0,141.0,Melanerpes carolinus,Red-bellied Woodpecker,0.1003,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
138.0,141.0,Nannopterum auritum,Double-crested Cormorant,0.0900,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
138.0,141.0,Corvus ossifragus,Fish Crow,0.0531,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
139.5,142.5,Melospiza melodia,Song Sparrow,0.2031,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
139.5,142.5,Geothlypis trichas,Common Yellowthroat,0.0956,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
141.0,144.0,Setophaga pensylvanica,Chestnut-sided Warbler,0.0907,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
141.0,144.0,Geothlypis trichas,Common Yellowthroat,0.0697,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
141.0,144.0,Vermivora cyanoptera,Blue-winged Warbler,0.0575,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
144.0,147.0,Vireo flavifrons,Yellow-throated Vireo,0.3171,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
144.0,147.0,Piranga olivacea,Scarlet Tanager,0.0632,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
145.5,148.5,Vireo flavifrons,Yellow-throated Vireo,0.1970,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
145.5,148.5,Piranga olivacea,Scarlet Tanager,0.0542,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
147.0,150.0,Melospiza melodia,Song Sparrow,0.9082,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
148.5,151.5,Melospiza melodia,Song Sparrow,0.8062,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
150.0,153.0,Melospiza melodia,Song Sparrow,0.2006,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
151.5,154.5,Melospiza melodia,Song Sparrow,0.1801,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
151.5,154.5,Geothlypis trichas,Common Yellowthroat,0.0967,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
153.0,156.0,Vireo olivaceus,Red-eyed Vireo,0.2369,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
153.0,156.0,Dumetella carolinensis,Gray Catbird,0.0812,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
153.0,156.0,Cardinalis cardinalis,Northern Cardinal,0.0663,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
153.0,156.0,Geothlypis trichas,Common Yellowthroat,0.0557,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
153.0,156.0,Melospiza melodia,Song Sparrow,0.0518,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
153.0,156.0,Seiurus aurocapilla,Ovenbird,0.0506,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
154.5,157.5,Vireo olivaceus,Red-eyed Vireo,0.1112,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
154.5,157.5,Melospiza melodia,Song Sparrow,0.0731,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
154.5,157.5,Cardinalis cardinalis,Northern Cardinal,0.0648,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
154.5,157.5,Seiurus aurocapilla,Ovenbird,0.0535,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
154.5,157.5,Dumetella carolinensis,Gray Catbird,0.0509,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
156.0,159.0,Aix sponsa,Wood Duck,0.0616,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
156.0,159.0,Melospiza melodia,Song Sparrow,0.0604,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
157.5,160.5,Molothrus ater,Brown-headed Cowbird,0.0683,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
159.0,162.0,Geothlypis trichas,Common Yellowthroat,0.1689,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
159.0,162.0,Setophaga pensylvanica,Chestnut-sided Warbler,0.0662,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
160.5,163.5,Geothlypis trichas,Common Yellowthroat,0.1501,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
160.5,163.5,Setophaga pensylvanica,Chestnut-sided Warbler,0.0767,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
162.0,165.0,Contopus virens,Eastern Wood-Pewee,0.1600,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
163.5,166.5,Contopus virens,Eastern Wood-Pewee,0.2315,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
165.0,168.0,Stelgidopteryx serripennis,Northern Rough-winged Swallow,0.0560,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
166.5,169.5,Vireo olivaceus,Red-eyed Vireo,0.0737,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
168.0,171.0,Setophaga citrina,Hooded Warbler,0.2352,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
168.0,171.0,Contopus virens,Eastern Wood-Pewee,0.0596,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
169.5,172.5,Melospiza melodia,Song Sparrow,0.2628,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
169.5,172.5,Geothlypis trichas,Common Yellowthroat,0.0747,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
171.0,174.0,Melospiza melodia,Song Sparrow,0.8815,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
172.5,175.5,Melospiza melodia,Song Sparrow,0.9560,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
174.0,177.0,Melospiza melodia,Song Sparrow,0.1254,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
175.5,178.5,Dumetella carolinensis,Gray Catbird,0.1110,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
175.5,178.5,Vireo olivaceus,Red-eyed Vireo,0.0655,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
175.5,178.5,Agelaius phoeniceus,Red-winged Blackbird,0.0557,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
177.0,180.0,Dumetella carolinensis,Gray Catbird,0.1215,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
178.5,181.5,Geothlypis trichas,Common Yellowthroat,0.2395,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
178.5,181.5,Dumetella carolinensis,Gray Catbird,0.1770,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
178.5,181.5,Melospiza melodia,Song Sparrow,0.0627,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
178.5,181.5,Agelaius phoeniceus,Red-winged Blackbird,0.0505,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
180.0,183.0,Melospiza melodia,Song Sparrow,0.6907,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
181.5,184.5,Melospiza melodia,Song Sparrow,0.8803,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
183.0,186.0,Melospiza melodia,Song Sparrow,0.3637,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
184.5,187.5,Contopus virens,Eastern Wood-Pewee,0.2838,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
186.0,189.0,Contopus virens,Eastern Wood-Pewee,0.0629,/Users/lillianwang/Downloads/Tetrahedral/recordings/1.WAV
